0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0.13431676357024447,11,13
0.13431676357024447,11,12,13
0.13563534723805185,18,20
0.13563534723805185,18,19,20
0.13634017698948064,36,39
0.13634017698948064,36,37,39
0.13634017698948064,36,38,39
0.13740248024770446,30,33
0.13740248024770446,30,31,33
0.13740248024770446,30,32,33
0.138345508285089,29,31
0.138345508285089,29,30,31
0.14005187866302218,46,48
0.14005187866302218,46,47,48
0.14087148877622682,21,23
0.14087148877622682,21,22,23
0.1417301115012537,33,35
0.1417301115012537,33,34,35
0.14363667722553733,17,19
0.14363667722553733,17,18,19
0.14414649919946765,29,32
0.14414649919946765,29,30,32
0.14414649919946765,29,31,32
0.14421673681560912,14,16
0.14421673681560912,14,15,16
0.1446081711137802,39,41
0.1446081711137802,39,40,41
0.14519262946888842,9,12
0.14519262946888842,9,10,12
0.14519262946888842,9,11,12
0.14968542578006053,32,34
0.14968542578006053,32,33,34
0.15055950723403985,15,17
0.15055950723403985,15,16,17
0.15104523304812878,7,9
0.15104523304812878,7,8,9
0.15282784891083034,47,49
0.15282784891083034,0,47,49
0.15282784891083034,47,48,49
0.15371094851574188,23,25
0.15371094851574188,23,24,25
0.1539658317812143,41,44
0.1539658317812143,41,42,44
0.1539658317812143,41,43,44
0.15524404478886228,35,38
0.15524404478886228,35,36,38
0.15524404478886228,35,37,38
0.15549229469506365,25,28
0.15549229469506365,25,26,28
0.15549229469506365,25,27,28
0.15602289689763751,38,40
0.15602289689763751,38,39,40
0.1565905057204072,28,29
0.15924844944767919,22,24
0.15924844944767919,22,23,24
0.1603175785618119,12,14
0.1603175785618119,12,13,14
0.1610155539282607,3,49
0.1610155539282607,1,3,49
0.1610155539282607,2,3,49
0.1654476169739485,45,47
0.1654476169739485,45,46,47
0.16624687117548007,34,36
0.16624687117548007,34,35,36
0.16884695933520402,5,7
0.16884695933520402,5,6,7
0.17113637111522131,39,42
0.17113637111522131,39,40,42
0.17113637111522131,39,41,42
0.17201851863291154,19,22
0.17201851863291154,19,20,22
0.17201851863291154,19,21,22
0.17284029295364023,31,34
0.17284029295364023,31,32,34
0.17284029295364023,31,33,34
0.1735163610759842,20,23
0.1735163610759842,20,21,23
0.1735163610759842,20,22,23
0.17419699900330984,1,4
0.17419699900330984,1,3,4
0.1743672551413578,40,43
0.1743672551413578,40,41,43
0.1743672551413578,40,42,43
0.17569865953752617,28,30
0.17569865953752617,28,29,30
0.17575796299018834,5,8
0.17575796299018834,5,6,8
0.17575796299018834,5,7,8
0.17680464136800894,18,21
0.17680464136800894,18,19,21
0.17680464136800894,18,20,21
0.17801434879583516,2,4
0.17801434879583516,2,3,4
0.17937950660624818,1,2,4
0.18122060241659915,2,48
0.18122060241659915,0,2,48
0.18122060241659915,2,48,49
0.18181856834172647,1,48
0.18181856834172647,0,1,48
0.18181856834172647,1,48,49
0.1835745037604757,43,46
0.1835745037604757,43,44,46
0.1835745037604757,43,45,46
0.1837778709582476,8,10
0.1837778709582476,8,9,10
0.1844097262163609,45,48
0.1844097262163609,45,46,48
0.1844097262163609,45,47,48
0.18441044214100671,1,2,48
0.18564134541356703,1,5
0.18564134541356703,1,3,5
0.18564134541356703,1,4,5
0.18650915201172416,34,37
0.18650915201172416,34,35,37
0.18650915201172416,34,36,37
0.18737011666264908,32,35
0.18737011666264908,32,33,35
0.18737011666264908,32,34,35
0.18760020827082607,3,6
0.18760020827082607,3,4,6
0.18760020827082607,3,5,6
0.1897348393539121,37,40
0.1897348393539121,37,38,40
0.1897348393539121,37,39,40
0.19030108358632755,29,33
0.19030108358632755,29,30,33
0.19030108358632755,29,31,33
0.19030108358632755,29,32,33
0.19118271419907096,16,19
0.19118271419907096,16,17,19
0.19118271419907096,16,18,19
0.19477114830571057,10,13
0.19477114830571057,10,11,13
0.19477114830571057,10,12,13
0.1948108427084187,4,7
0.1948108427084187,4,5,7
0.1948108427084187,4,6,7
0.19550684584688513,23,26
0.19550684584688513,23,24,26
0.19550684584688513,23,25,26
0.19868357803594122,27,29
0.19868357803594122,27,28,29
0.19936788574390618,31,35
0.19936788574390618,31,32,35
0.19936788574390618,31,33,35
0.19936788574390618,31,34,35
0.20011191920398202,14,17
0.20011191920398202,14,15,17
0.20011191920398202,14,16,17
0.2002768577894247,12,15
0.2002768577894247,12,13,15
0.2002768577894247,12,14,15
0.20099324692095297,2,5
0.20099324692095297,1,2,5
0.20099324692095297,2,3,5
0.20099324692095297,2,4,5
0.2032270507250934,13,16
0.2032270507250934,13,14,16
0.2032270507250934,13,15,16
0.20326705169980974,6,9
0.20326705169980974,6,7,9
0.20326705169980974,6,8,9
0.2033099857982954,0,3
0.2033099857982954,0,1,3
0.2033099857982954,0,2,3
0.2033099857982954,0,3,49
0.20411130008130568,15,18
0.20411130008130568,15,16,18
0.20411130008130568,15,17,18
0.20496932756638092,11,14
0.20496932756638092,11,12,14
0.20496932756638092,11,13,14
0.20612992327738863,4,8
0.20612992327738863,4,5,8
0.20612992327738863,4,6,8
0.20612992327738863,4,7,8
0.20629038659059962,42,45
0.20629038659059962,42,43,45
0.20629038659059962,42,44,45
0.20740908000168734,7,10
0.20740908000168734,7,8,10
0.20740908000168734,7,9,10
0.20750820764728567,17,20
0.20750820764728567,17,18,20
0.20750820764728567,17,19,20
0.2082988106812738,0,46
0.2082988106812738,0,46,47
0.2082988106812738,0,46,48
0.20949887772090778,24,27
0.20949887772090778,24,25,27
0.20949887772090778,24,26,27
0.20972560210369157,36,40
0.20972560210369157,36,37,40
0.20972560210369157,36,38,40
0.20972560210369157,36,39,40
0.21160411456072412,2,47
0.21160411456072412,0,2,47
0.21160411456072412,2,47,48
0.21160411456072412,2,47,49
0.2190236693311715,1,47
0.2190236693311715,0,1,47
0.2190236693311715,1,47,48
0.2190236693311715,1,47,49
0.21914248770426697,1,2,47
0.2203712466355407,34,38
0.2203712466355407,34,35,38
0.2203712466355407,34,36,38
0.2203712466355407,34,37,38
0.2213968059145117,8,11
0.2213968059145117,8,9,11
0.2213968059145117,8,10,11
0.22238572936422946,41,45
0.22238572936422946,41,42,45
0.22238572936422946,41,43,45
0.22238572936422946,41,44,45
0.22257678239314274,22,25
0.22257678239314274,22,23,25
0.22257678239314274,22,24,25
0.2250855966046726,27,30
0.2250855966046726,27,28,30
0.2250855966046726,27,29,30
0.22678046923409542,40,44
0.22678046923409542,40,41,44
0.22678046923409542,40,42,44
0.22678046923409542,40,43,44
0.22851977310185817,38,41
0.22851977310185817,38,39,41
0.22851977310185817,38,40,41
0.22866719749468634,9,13
0.22866719749468634,9,10,13
0.22866719749468634,9,11,13
0.22866719749468634,9,12,13
0.2307434830402632,21,24
0.2307434830402632,21,22,24
0.2307434830402632,21,23,24
0.2337776095014603,33,36
0.2337776095014603,33,34,36
0.2337776095014603,33,35,36
0.23401846588172853,4,49
0.23401846588172853,1,4,49
0.23401846588172853,2,4,49
0.23401846588172853,3,4,49
0.23488789251979472,35,39
0.23488789251979472,35,36,39
0.23488789251979472,35,37,39
0.23488789251979472,35,38,39
0.23628632399452584,19,23
0.23628632399452584,19,20,23
0.23628632399452584,19,21,23
0.23628632399452584,19,22,23
0.24146012139049924,44,47
0.24146012139049924,44,45,47
0.24146012139049924,44,46,47
0.2430054358156103,18,22
0.2430054358156103,18,19,22
0.2430054358156103,18,20,22
0.2430054358156103,18,21,22
0.24316839795790066,39,43
0.24316839795790066,39,40,43
0.24316839795790066,39,41,43
0.24316839795790066,39,42,43
0.24435381241806525,11,15
0.24435381241806525,11,12,15
0.24435381241806525,11,13,15
0.24435381241806525,11,14,15
0.24558808118776226,30,34
0.24558808118776226,30,31,34
0.24558808118776226,30,32,34
0.24558808118776226,30,33,34
0.2466712411091329,28,31
0.2466712411091329,28,29,31
0.2466712411091329,28,30,31
0.24685842218676038,17,21
0.24685842218676038,17,18,21
0.24685842218676038,17,19,21
0.24685842218676038,17,20,21
0.24868374908861426,0,45
0.24868374908861426,0,45,46
0.24868374908861426,0,45,47
0.24868374908861426,0,45,48
0.24996024806394943,7,11
0.24996024806394943,7,8,11
0.24996024806394943,7,9,11
0.24996024806394943,7,10,11
0.25084714789912077,33,37
0.25084714789912077,33,34,37
0.25084714789912077,33,35,37
0.25084714789912077,33,36,37
0.2524708282812197,24,28
0.2524708282812197,24,25,28
0.2524708282812197,24,26,28
0.2524708282812197,24,27,28
0.2535624780729422,5,49
0.2535624780729422,1,5,49
0.2535624780729422,2,5,49
0.2535624780729422,3,5,49
0.2535624780729422,4,5,49
0.25442809548486905,38,42
0.25442809548486905,38,39,42
0.25442809548486905,38,40,42
0.25442809548486905,38,41,42
0.25451537145502173,16,20
0.25451537145502173,16,17,20
0.25451537145502173,16,18,20
0.25451537145502173,16,19,20
0.2570600266622986,14,18
0.2570600266622986,14,15,18
0.2570600266622986,14,16,18
0.2570600266622986,14,17,18
0.2582493952541552,13,17
0.2582493952541552,13,14,17
0.2582493952541552,13,15,17
0.2582493952541552,13,16,17
0.2588570329209365,10,14
0.2588570329209365,10,11,14
0.2588570329209365,10,12,14
0.2588570329209365,10,13,14
0.26029839880051736,44,48
0.26029839880051736,44,45,48
0.26029839880051736,44,46,48
0.26029839880051736,44,47,48
0.26056883647592977,37,41
0.26056883647592977,37,38,41
0.26056883647592977,37,39,41
0.26056883647592977,37,40,41
0.2617047034365557,3,7
0.2617047034365557,3,4,7
0.2617047034365557,3,5,7
0.2617047034365557,3,6,7
0.261935449718362,46,49
0.261935449718362,0,46,49
0.261935449718362,46,47,49
0.261935449718362,46,48,49
0.26327179846910864,42,46
0.26327179846910864,42,43,46
0.26327179846910864,42,44,46
0.26327179846910864,42,45,46
0.26483606926535647,3,8
0.26483606926535647,3,4,8
0.26483606926535647,3,5,8
0.26483606926535647,3,6,8
0.26483606926535647,3,7,8
0.265461629613893,8,12
0.265461629613893,8,9,12
0.265461629613893,8,10,12
0.265461629613893,8,11,12
0.26557475457962654,22,26
0.26557475457962654,22,23,26
0.26557475457962654,22,24,26
0.26557475457962654,22,25,26
0.2663417255977446,20,24
0.2663417255977446,20,21,24
0.2663417255977446,20,22,24
0.2663417255977446,20,23,24
0.27017709564314796,28,32
0.27017709564314796,28,29,32
0.27017709564314796,28,30,32
0.27017709564314796,28,31,32
0.27182674314641986,6,10
0.27182674314641986,6,7,10
0.27182674314641986,6,8,10
0.27182674314641986,6,9,10
0.27253164149599346,3,48
0.27253164149599346,0,3,48
0.27253164149599346,1,3,48
0.27253164149599346,2,3,48
0.27253164149599346,3,48,49
0.27578990824314187,23,27
0.27578990824314187,23,24,27
0.27578990824314187,23,25,27
0.27578990824314187,23,26,27
0.27579886383238716,5,9
0.27579886383238716,5,6,9
0.27579886383238716,5,7,9
0.27579886383238716,5,8,9
0.2762119755479362,26,29
0.2762119755479362,26,27,29
0.2762119755479362,26,28,29
0.2765688377524698,15,19
0.2765688377524698,15,16,19
0.2765688377524698,15,17,19
0.2765688377524698,15,18,19
0.2781816353085518,1,6
0.2781816353085518,1,3,6
0.2781816353085518,1,4,6
0.2781816353085518,1,5,6
0.2788812734100692,30,35
0.2788812734100692,30,31,35
0.2788812734100692,30,32,35
0.2788812734100692,30,33,35
0.2788812734100692,30,34,35
0.28013162511431017,41,46
0.28013162511431017,41,42,46
0.28013162511431017,41,43,46
0.28013162511431017,41,44,46
0.28013162511431017,41,45,46
0.28083931112888705,36,41
0.28083931112888705,36,37,41
0.28083931112888705,36,38,41
0.28083931112888705,36,39,41
0.28083931112888705,36,40,41
0.28108160484539585,32,36
0.28108160484539585,32,33,36
0.28108160484539585,32,34,36
0.28108160484539585,32,35,36
0.2825398984635386,0,4
0.2825398984635386,0,1,4
0.2825398984635386,0,2,4
0.2825398984635386,0,3,4
0.2825398984635386,0,4,49
0.28716403166402216,31,36
0.28716403166402216,31,32,36
0.28716403166402216,31,33,36
0.28716403166402216,31,34,36
0.28716403166402216,31,35,36
0.287291963856772,37,42
0.287291963856772,37,38,42
0.287291963856772,37,39,42
0.287291963856772,37,40,42
0.287291963856772,37,41,42
0.28952693462505263,21,25
0.28952693462505263,21,22,25
0.28952693462505263,21,23,25
0.28952693462505263,21,24,25
0.2896605676984606,33,38
0.2896605676984606,33,34,38
0.2896605676984606,33,35,38
0.2896605676984606,33,36,38
0.2896605676984606,33,37,38
0.2900387219568519,29,34
0.2900387219568519,29,30,34
0.2900387219568519,29,31,34
0.2900387219568519,29,32,34
0.2900387219568519,29,33,34
0.29249961071747627,40,45
0.29249961071747627,40,41,45
0.29249961071747627,40,42,45
0.29249961071747627,40,43,45
0.29249961071747627,40,44,45
0.29273234580055063,43,47
0.29273234580055063,43,44,47
0.29273234580055063,43,45,47
0.29273234580055063,43,46,47
0.2935900533501262,39,44
0.2935900533501262,39,40,44
0.2935900533501262,39,41,44
0.2935900533501262,39,42,44
0.2935900533501262,39,43,44
0.2938907785919267,12,16
0.2938907785919267,12,13,16
0.2938907785919267,12,14,16
0.2938907785919267,12,15,16
0.29426859441898695,2,6
0.29426859441898695,1,2,6
0.29426859441898695,2,3,6
0.29426859441898695,2,4,6
0.29426859441898695,2,5,6
0.29441686864043914,7,12
0.29441686864043914,7,8,12
0.29441686864043914,7,9,12
0.29441686864043914,7,10,12
0.29441686864043914,7,11,12
0.2953171880473537,26,30
0.2953171880473537,26,27,30
0.2953171880473537,26,28,30
0.2953171880473537,26,29,30
0.2953905672344262,16,21
0.2953905672344262,16,17,21
0.2953905672344262,16,18,21
0.2953905672344262,16,19,21
0.2953905672344262,16,20,21
0.2976781898447844,0,5
0.2976781898447844,0,1,5
0.2976781898447844,0,2,5
0.2976781898447844,0,3,5
0.2976781898447844,0,4,5
0.2976781898447844,0,5,49
0.2979536850153848,27,31
0.2979536850153848,27,28,31
0.2979536850153848,27,29,31
0.2979536850153848,27,30,31
0.29834668610081266,32,37
0.29834668610081266,32,33,37
0.29834668610081266,32,34,37
0.29834668610081266,32,35,37
0.29834668610081266,32,36,37
0.3010265840071353,13,18
0.3010265840071353,13,14,18
0.3010265840071353,13,15,18
0.3010265840071353,13,16,18
0.3010265840071353,13,17,18
0.3024316097236361,10,15
0.3024316097236361,10,11,15
0.3024316097236361,10,12,15
0.3024316097236361,10,13,15
0.3024316097236361,10,14,15
0.30258041132932956,34,39
0.30258041132932956,34,35,39
0.30258041132932956,34,36,39
0.30258041132932956,34,37,39
0.30258041132932956,34,38,39
0.3029711905942969,31,37
0.3029711905942969,31,32,37
0.3029711905942969,31,33,37
0.3029711905942969,31,34,37
0.3029711905942969,31,35,37
0.3029711905942969,31,36,37
0.3042485367468452,9,14
0.3042485367468452,9,10,14
0.3042485367468452,9,11,14
0.3042485367468452,9,12,14
0.3042485367468452,9,13,14
0.3044799241173197,18,23
0.3044799241173197,18,19,23
0.3044799241173197,18,20,23
0.3044799241173197,18,21,23
0.3044799241173197,18,22,23
0.3050867924778029,6,11
0.3050867924778029,6,7,11
0.3050867924778029,6,8,11
0.3050867924778029,6,9,11
0.3050867924778029,6,10,11
0.30512101615588944,45,49
0.30512101615588944,0,45,49
0.30512101615588944,45,46,49
0.30512101615588944,45,47,49
0.30512101615588944,45,48,49
0.3063538944109715,28,33
0.3063538944109715,28,29,33
0.3063538944109715,28,30,33
0.3063538944109715,28,31,33
0.3063538944109715,28,32,33
0.30747643259855645,36,42
0.30747643259855645,36,37,42
0.30747643259855645,36,38,42
0.30747643259855645,36,39,42
0.30747643259855645,36,40,42
0.30747643259855645,36,41,42
0.30859325120076053,35,40
0.30859325120076053,35,36,40
0.30859325120076053,35,37,40
0.30859325120076053,35,38,40
0.30859325120076053,35,39,40
0.30874584629977464,3,47
0.30874584629977464,0,3,47
0.30874584629977464,1,3,47
0.30874584629977464,2,3,47
0.30874584629977464,3,47,48
0.30874584629977464,3,47,49
0.30894771455313774,43,48
0.30894771455313774,43,44,48
0.30894771455313774,43,45,48
0.30894771455313774,43,46,48
0.30894771455313774,43,47,48
0.30912580707217796,23,28
0.30912580707217796,23,24,28
0.30912580707217796,23,25,28
0.30912580707217796,23,26,28
0.30912580707217796,23,27,28
0.311131700716264,4,9
0.311131700716264,4,5,9
0.311131700716264,4,6,9
0.311131700716264,4,7,9
0.311131700716264,4,8,9
0.31190412889993396,25,29
0.31190412889993396,25,26,29
0.31190412889993396,25,27,29
0.31190412889993396,25,28,29
0.3152953022102207,20,25
0.3152953022102207,20,21,25
0.3152953022102207,20,22,25
0.3152953022102207,20,23,25
0.3152953022102207,20,24,25
0.3156517935454981,17,22
0.3156517935454981,17,18,22
0.3156517935454981,17,19,22
0.3156517935454981,17,20,22
0.3156517935454981,17,21,22
0.31790644715211375,1,46
0.31790644715211375,0,1,46
0.31790644715211375,1,46,47
0.31790644715211375,1,46,48
0.31790644715211375,1,46,49
0.32039336996535434,27,32
0.32039336996535434,27,28,32
0.32039336996535434,27,29,32
0.32039336996535434,27,30,32
0.32039336996535434,27,31,32
0.32121824244886305,2,46
0.32121824244886305,0,2,46
0.32121824244886305,2,46,47
0.32121824244886305,2,46,48
0.32121824244886305,2,46,49
0.32159594473806097,1,2,46
0.3233205407774637,0,44
0.3233205407774637,0,44,45
0.3233205407774637,0,44,46
0.3233205407774637,0,44,47
0.3233205407774637,0,44,48
0.323706227065596,25,30
0.323706227065596,25,26,30
0.323706227065596,25,27,30
0.323706227065596,25,28,30
0.323706227065596,25,29,30
0.32765245541788296,38,43
0.32765245541788296,38,39,43
0.32765245541788296,38,40,43
0.32765245541788296,38,41,43
0.32765245541788296,38,42,43
0.3296438476451488,14,19
0.3296438476451488,14,15,19
0.3296438476451488,14,16,19
0.3296438476451488,14,17,19
0.3296438476451488,14,18,19
0.3297482552712451,19,24
0.3297482552712451,19,20,24
0.3297482552712451,19,21,24
0.3297482552712451,19,22,24
0.3297482552712451,19,23,24
0.3314615209393486,29,35
0.3314615209393486,29,30,35
0.3314615209393486,29,31,35
0.3314615209393486,29,32,35
0.3314615209393486,29,33,35
0.3314615209393486,29,34,35
0.3342619788553211,21,26
0.3342619788553211,21,22,26
0.3342619788553211,21,23,26
0.3342619788553211,21,24,26
0.3342619788553211,21,25,26
0.3370864053528642,32,38
0.3370864053528642,32,33,38
0.3370864053528642,32,34,38
0.3370864053528642,32,35,38
0.3370864053528642,32,36,38
0.3370864053528642,32,37,38
0.33750303988381947,11,16
0.33750303988381947,11,12,16
0.33750303988381947,11,13,16
0.33750303988381947,11,14,16
0.33750303988381947,11,15,16
0.33766182435979886,15,20
0.33766182435979886,15,16,20
0.33766182435979886,15,17,20
0.33766182435979886,15,18,20
0.33766182435979886,15,19,20
0.33944006550989636,9,15
0.33944006550989636,9,10,15
0.33944006550989636,9,11,15
0.33944006550989636,9,12,15
0.33944006550989636,9,13,15
0.33944006550989636,9,14,15
0.3420843857005218,31,38
0.3420843857005218,31,32,38
0.3420843857005218,31,33,38
0.3420843857005218,31,34,38
0.3420843857005218,31,35,38
0.3420843857005218,31,36,38
0.3420843857005218,31,37,38
0.34563539904016927,22,27
0.34563539904016927,22,23,27
0.34563539904016927,22,24,27
0.34563539904016927,22,25,27
0.34563539904016927,22,26,27
0.3473293729833801,6,49
0.3473293729833801,1,6,49
0.3473293729833801,2,6,49
0.3473293729833801,3,6,49
0.3473293729833801,4,6,49
0.3473293729833801,5,6,49
0.34810610679732784,6,12
0.34810610679732784,6,7,12
0.34810610679732784,6,8,12
0.34810610679732784,6,9,12
0.34810610679732784,6,10,12
0.34810610679732784,6,11,12
0.34905251457704184,8,13
0.34905251457704184,8,9,13
0.34905251457704184,8,10,13
0.34905251457704184,8,11,13
0.34905251457704184,8,12,13
0.34924178325147814,12,17
0.34924178325147814,12,13,17
0.34924178325147814,12,14,17
0.34924178325147814,12,15,17
0.34924178325147814,12,16,17
0.35049183428568487,40,46
0.35049183428568487,40,41,46
0.35049183428568487,40,42,46
0.35049183428568487,40,43,46
0.35049183428568487,40,44,46
0.35049183428568487,40,45,46
0.3512866940216744,1,7
0.3512866940216744,1,3,7
0.3512866940216744,1,4,7
0.3512866940216744,1,5,7
0.3512866940216744,1,6,7
0.35176044370716686,4,48
0.35176044370716686,0,4,48
0.35176044370716686,1,4,48
0.35176044370716686,2,4,48
0.35176044370716686,3,4,48
0.35176044370716686,4,48,49
0.3518558008277669,1,8
0.3518558008277669,1,3,8
0.3518558008277669,1,4,8
0.3518558008277669,1,5,8
0.3518558008277669,1,6,8
0.35188431984028873,5,10
0.35188431984028873,5,6,10
0.35188431984028873,5,7,10
0.35188431984028873,5,8,10
0.35188431984028873,5,9,10
0.3520248284022237,1,7,8
0.35206082080370676,3,9
0.35206082080370676,3,4,9
0.35206082080370676,3,5,9
0.35206082080370676,3,6,9
0.35206082080370676,3,7,9
0.35206082080370676,3,8,9
0.35246994307913687,1,45
0.35246994307913687,0,1,45
0.35246994307913687,1,45,46
0.35246994307913687,1,45,47
0.35246994307913687,1,45,48
0.35246994307913687,1,45,49
0.35392947767022737,39,45
0.35392947767022737,39,40,45
0.35392947767022737,39,41,45
0.35392947767022737,39,42,45
0.35392947767022737,39,43,45
0.35392947767022737,39,44,45
0.3576275351627104,27,33
0.3576275351627104,27,28,33
0.3576275351627104,27,29,33
0.3576275351627104,27,30,33
0.3576275351627104,27,31,33
0.3576275351627104,27,32,33
0.35778015404361846,37,43
0.35778015404361846,37,38,43
0.35778015404361846,37,39,43
0.35778015404361846,37,40,43
0.35778015404361846,37,41,43
0.35778015404361846,37,42,43
0.3611843337628598,33,39
0.3611843337628598,33,34,39
0.3611843337628598,33,35,39
0.3611843337628598,33,36,39
0.3611843337628598,33,37,39
0.3611843337628598,33,38,39
0.3617352659574202,20,26
0.3617352659574202,20,21,26
0.3617352659574202,20,22,26
0.3617352659574202,20,23,26
0.3617352659574202,20,24,26
0.3617352659574202,20,25,26
0.361884015739868,16,22
0.361884015739868,16,17,22
0.361884015739868,16,18,22
0.361884015739868,16,19,22
0.361884015739868,16,20,22
0.361884015739868,16,21,22
0.36220600238982736,26,31
0.36220600238982736,26,27,31
0.36220600238982736,26,28,31
0.36220600238982736,26,29,31
0.36220600238982736,26,30,31
0.36387620140607674,2,45
0.36387620140607674,0,2,45
0.36387620140607674,1,2,45
0.36387620140607674,2,45,46
0.36387620140607674,2,45,47
0.36387620140607674,2,45,48
0.36387620140607674,2,45,49
0.36692268965839664,5,48
0.36692268965839664,0,5,48
0.36692268965839664,1,5,48
0.36692268965839664,2,5,48
0.36692268965839664,3,5,48
0.36692268965839664,4,5,48
0.36692268965839664,5,48,49
0.36755127934145515,30,36
0.36755127934145515,30,31,36
0.36755127934145515,30,32,36
0.36755127934145515,30,33,36
0.36755127934145515,30,34,36
0.36755127934145515,30,35,36
0.36940229368768285,0,43
0.36940229368768285,0,43,44
0.36940229368768285,0,43,45
0.36940229368768285,0,43,46
0.36940229368768285,0,43,47
0.36940229368768285,0,43,48
0.36970980932667885,2,7
0.36970980932667885,1,2,7
0.36970980932667885,2,3,7
0.36970980932667885,2,4,7
0.36970980932667885,2,5,7
0.36970980932667885,2,6,7
0.370322176277771,42,47
0.370322176277771,42,43,47
0.370322176277771,42,44,47
0.370322176277771,42,45,47
0.370322176277771,42,46,47
0.3706660092267272,13,19
0.3706660092267272,13,14,19
0.3706660092267272,13,15,19
0.3706660092267272,13,16,19
0.3706660092267272,13,17,19
0.3706660092267272,13,18,19
0.37329085907020587,19,25
0.37329085907020587,19,20,25
0.37329085907020587,19,21,25
0.37329085907020587,19,22,25
0.37329085907020587,19,23,25
0.37329085907020587,19,24,25
0.37519693849424984,5,11
0.37519693849424984,5,6,11
0.37519693849424984,5,7,11
0.37519693849424984,5,8,11
0.37519693849424984,5,9,11
0.37519693849424984,5,10,11
0.3757948890079146,34,40
0.3757948890079146,34,35,40
0.3757948890079146,34,36,40
0.3757948890079146,34,37,40
0.3757948890079146,34,38,40
0.3757948890079146,34,39,40
0.37585614075559304,2,8
0.37585614075559304,1,2,8
0.37585614075559304,2,3,8
0.37585614075559304,2,4,8
0.37585614075559304,2,5,8
0.37585614075559304,2,6,8
0.37585614075559304,2,7,8
0.37738292928643846,22,28
0.37738292928643846,22,23,28
0.37738292928643846,22,24,28
0.37738292928643846,22,25,28
0.37738292928643846,22,26,28
